,hours_studied,attendance,parental_involvement,access_to_resources,extracurricular_activities,sleep_hours,previous_scores,motivation_level,internet_access,tutoring_sessions,family_income,teacher_quality,school_type,peer_influence,physical_activity,learning_disabilities,parental_education_level,distance_from_home,gender,exam_score,exam_score_indicator,hours_studied_indicator,tutoring_sessions_indicator,cluster
3539,19,70,Medium,Medium,Yes,6,90,Low,Yes,2,Low,Medium,Private,Positive,3,No,High School,Moderate,Male,65,C,Medium,Low,3
3540,22,88,Medium,Low,Yes,7,70,Medium,Yes,3,Low,Medium,Public,Positive,2,No,High School,Near,Female,69,C,Medium,Medium,3
3541,29,83,Medium,Low,Yes,6,77,High,Yes,1,Medium,Medium,Public,Neutral,4,No,High School,Near,Male,70,B,Medium,Low,1
3542,25,63,High,Low,Yes,8,63,Medium,Yes,0,Medium,High,Private,Positive,1,Yes,Postgraduate,Near,Female,65,C,Medium,Low,7
3543,14,67,Low,Low,Yes,7,66,Low,Yes,0,Low,Medium,Public,Neutral,4,No,High School,Far,Female,57,D,Medium,Low,3
3544,28,76,Medium,Medium,Yes,6,75,Low,Yes,0,Medium,High,Public,Positive,2,No,High School,Near,Female,68,C,Medium,Low,1
3545,22,67,High,High,No,10,58,Medium,Yes,2,High,Low,Public,Neutral,3,No,Postgraduate,Near,Male,67,C,Medium,Low,0
3546,24,92,Medium,Medium,No,5,69,Medium,Yes,2,Medium,Medium,Private,Negative,4,No,High School,Near,Female,70,B,Medium,Low,1
3547,29,77,Medium,Medium,Yes,8,65,Medium,Yes,1,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,68,C,Medium,Low,1
3548,13,64,High,High,Yes,7,62,Medium,Yes,1,Low,Medium,Public,Neutral,1,No,College,Moderate,Female,62,C,Medium,Low,5
3549,20,79,High,Medium,Yes,5,74,Medium,Yes,1,Low,Medium,Public,Neutral,5,No,High School,Far,Male,67,C,Medium,Low,3
3550,17,64,High,High,Yes,6,92,Medium,Yes,0,Medium,Medium,Private,Positive,1,No,Postgraduate,Near,Male,66,C,Medium,Low,7
3551,11,65,Medium,Low,Yes,5,62,Medium,Yes,2,Medium,High,Public,Neutral,2,No,College,Far,Female,60,D,Medium,Low,4
3553,35,94,High,Medium,Yes,7,63,Medium,Yes,1,Low,High,Public,Positive,2,No,College,Near,Female,75,B,High,Low,5
3554,9,97,Low,Medium,Yes,7,57,Medium,Yes,4,Medium,High,Public,Neutral,5,No,High School,Far,Female,67,C,Low,Medium,1
3555,20,93,Medium,High,No,10,97,Medium,Yes,1,Low,Medium,Public,Neutral,2,No,Postgraduate,Moderate,Male,71,B,Medium,Low,2
3556,24,73,Low,Low,Yes,6,82,Medium,Yes,0,Medium,Medium,Public,Negative,2,Yes,High School,Near,Male,63,C,Medium,Low,1
3557,21,71,High,Medium,Yes,9,55,Low,Yes,2,High,High,Public,Positive,1,No,Postgraduate,Moderate,Male,67,C,Medium,Low,0
3558,19,82,High,Medium,No,8,82,Low,Yes,2,Low,Medium,Private,Negative,4,No,Postgraduate,Near,Female,68,C,Medium,Low,2
3559,12,89,High,Low,Yes,4,59,Low,Yes,2,Low,High,Public,Negative,4,No,High School,Near,Male,65,C,Medium,Low,3
3560,21,100,Low,High,No,6,94,Medium,No,1,High,Medium,Public,Positive,3,No,College,Moderate,Female,72,B,Medium,Low,8
3561,15,65,Medium,Medium,No,8,62,Medium,Yes,1,Medium,Medium,Public,Neutral,4,No,High School,Moderate,Female,61,C,Medium,Low,1
3562,7,62,Low,High,No,7,90,Medium,Yes,1,Medium,Low,Public,Neutral,5,No,College,Moderate,Female,60,D,Low,Low,4
3563,27,88,High,High,Yes,7,60,Medium,Yes,2,Low,Medium,Public,Positive,2,No,High School,Near,Female,72,B,Medium,Low,3
3564,26,93,Medium,Medium,Yes,6,78,Medium,Yes,2,Medium,Medium,Public,Neutral,3,No,Postgraduate,Far,Female,72,B,Medium,Low,7
3565,20,94,Low,Medium,Yes,6,96,Medium,Yes,2,Medium,Medium,Private,Negative,3,No,College,Near,Male,70,B,Medium,Low,4
3566,21,87,Low,Medium,No,7,65,High,Yes,2,Medium,Medium,Public,Negative,3,Yes,College,Near,Male,67,C,Medium,Low,4
3567,26,98,Medium,Medium,No,10,54,Medium,Yes,0,Low,High,Private,Neutral,1,No,Postgraduate,Near,Male,71,B,Medium,Low,2
3568,21,80,Medium,Low,Yes,6,78,Medium,Yes,0,Medium,Medium,Private,Negative,2,No,Postgraduate,Near,Female,66,C,Medium,Low,7
3569,25,97,High,High,No,6,59,Low,Yes,0,Low,High,Public,Positive,2,No,High School,Near,Female,72,B,Medium,Low,3
3570,18,99,Medium,Medium,Yes,7,86,Medium,No,1,High,Medium,Public,Neutral,4,No,High School,Moderate,Female,70,B,Medium,Low,6
3571,28,94,Medium,Low,Yes,5,80,Medium,Yes,2,High,Medium,Public,Negative,2,No,High School,Moderate,Female,71,B,Medium,Low,6
3572,22,72,Low,Low,Yes,8,67,High,Yes,2,Medium,Medium,Public,Negative,4,No,College,Far,Male,64,C,Medium,Low,4
3573,21,68,Medium,Medium,Yes,5,85,Medium,No,3,High,Medium,Public,Positive,2,No,College,Moderate,Male,66,C,Medium,Medium,8
3574,12,82,High,Low,No,5,62,Low,Yes,2,Medium,Medium,Public,Positive,4,No,High School,Near,Male,64,C,Medium,Low,1
3575,22,78,Medium,Medium,Yes,5,96,Medium,Yes,0,Low,Medium,Public,Neutral,3,No,High School,Moderate,Male,67,C,Medium,Low,3
3576,15,95,Low,Low,No,5,67,High,Yes,3,Medium,Medium,Public,Positive,3,No,High School,Moderate,Female,67,C,Medium,Medium,1
3577,16,64,High,Low,No,9,88,Medium,Yes,1,Medium,High,Public,Positive,3,No,High School,Near,Male,64,C,Medium,Low,1
3578,15,70,Low,Medium,No,8,63,Low,Yes,0,Medium,Medium,Private,Positive,4,No,High School,Moderate,Female,61,C,Medium,Low,1
3579,14,90,High,High,Yes,8,86,Medium,Yes,4,Medium,Medium,Private,Negative,2,No,High School,Near,Female,99,A,Medium,Medium,1
3580,33,64,Medium,Medium,No,8,52,Low,No,3,High,Medium,Public,Positive,4,No,High School,Near,Male,67,C,High,Medium,6
3581,28,73,Medium,High,Yes,7,65,High,Yes,3,High,High,Public,Positive,3,No,Postgraduate,Near,Male,72,B,Medium,Medium,0
3582,32,75,Low,Low,No,7,55,Medium,Yes,1,Medium,Medium,Public,Neutral,4,No,High School,Moderate,Male,66,C,High,Low,1
3583,13,85,Low,High,Yes,9,73,High,Yes,3,Medium,High,Public,Positive,2,No,Postgraduate,Moderate,Male,68,C,Medium,Medium,7
3584,20,66,High,Low,No,9,72,Low,Yes,1,Medium,High,Public,Positive,1,No,College,Near,Female,64,C,Medium,Low,4
3585,12,94,High,High,No,5,68,High,Yes,1,High,Medium,Public,Neutral,2,No,High School,Near,Male,69,C,Medium,Low,6
3586,16,78,Medium,High,No,10,99,Low,Yes,0,Low,Medium,Public,Positive,4,No,High School,Far,Female,65,C,Medium,Low,3
3587,14,97,Low,High,No,5,62,Medium,No,1,Medium,Medium,Public,Neutral,4,Yes,Postgraduate,Far,Female,66,C,Medium,Low,7
3588,27,79,High,High,Yes,6,90,Low,Yes,3,Medium,High,Public,Positive,4,No,High School,Near,Male,73,B,Medium,Medium,1
3590,26,66,Medium,Medium,Yes,7,67,High,Yes,3,Medium,Medium,Public,Negative,4,No,High School,Moderate,Female,66,C,Medium,Medium,1
3591,24,60,Medium,Medium,Yes,10,60,Low,Yes,3,Low,High,Private,Neutral,2,No,Postgraduate,Near,Female,65,C,Medium,Medium,2
3592,34,81,Medium,Medium,Yes,9,82,Low,Yes,1,Medium,High,Public,Negative,2,No,High School,Near,Male,71,B,High,Low,1
3593,11,64,Medium,Low,Yes,8,67,High,No,1,Medium,Medium,Public,Neutral,2,Yes,College,Near,Male,58,D,Medium,Low,4
3594,28,76,Medium,Medium,No,9,91,Medium,Yes,0,Low,High,Private,Neutral,3,No,High School,Moderate,Male,68,C,Medium,Low,3
3595,27,84,Medium,Medium,No,8,98,Medium,Yes,0,Low,Medium,Public,Neutral,4,No,High School,Moderate,Male,69,C,Medium,Low,3
3596,14,71,High,Low,Yes,6,61,Low,Yes,0,Low,Medium,Public,Positive,3,No,Postgraduate,Near,Female,63,C,Medium,Low,2
3597,26,67,Medium,Medium,Yes,8,56,Medium,Yes,1,Medium,Medium,Public,Negative,5,No,College,Near,Female,66,C,Medium,Low,4
3598,22,91,Medium,Medium,Yes,7,66,Medium,No,0,High,High,Public,Negative,3,No,College,Near,Female,69,C,Medium,Low,8
3599,19,98,Medium,Low,Yes,6,73,Medium,Yes,3,Low,Medium,Private,Negative,3,No,College,Near,Male,69,C,Medium,Medium,5
3600,15,64,High,Medium,No,9,65,Medium,Yes,2,Medium,Medium,Public,Neutral,2,No,High School,Near,Male,63,C,Medium,Low,1
3601,16,66,Low,High,Yes,7,99,Medium,Yes,1,Low,Medium,Public,Positive,3,No,College,Near,Female,65,C,Medium,Low,5
3602,32,98,Low,High,No,5,89,Medium,Yes,2,High,Low,Private,Positive,3,No,College,Near,Male,76,B,High,Low,8
3603,20,62,High,Medium,Yes,6,98,High,Yes,0,High,High,Public,Neutral,3,No,Postgraduate,Near,Male,67,C,Medium,Low,0
3604,25,99,Low,Medium,No,8,69,Medium,No,1,Low,High,Public,Positive,3,No,Postgraduate,Moderate,Male,70,B,Medium,Low,2
3605,15,60,Medium,Low,No,9,65,Medium,Yes,1,Medium,High,Public,Negative,5,No,College,Moderate,Male,60,D,Medium,Low,4
3606,15,95,High,Low,No,8,70,Medium,Yes,2,High,High,Public,Neutral,3,Yes,High School,Near,Female,68,C,Medium,Low,6
3607,26,72,Medium,Medium,Yes,8,76,Medium,Yes,1,Medium,Medium,Public,Negative,3,No,Postgraduate,Near,Male,68,C,Medium,Low,7
3608,12,98,Low,High,Yes,6,87,Medium,Yes,2,Low,Medium,Private,Neutral,3,No,Postgraduate,Near,Female,70,B,Medium,Low,2
3609,18,73,Medium,High,Yes,7,94,High,Yes,1,High,Medium,Private,Neutral,3,No,Postgraduate,Moderate,Female,68,C,Medium,Low,0
3610,20,86,High,High,No,7,73,Medium,Yes,3,Low,Low,Public,Neutral,3,Yes,High School,Near,Male,69,C,Medium,Medium,3
3611,21,63,Medium,Medium,Yes,7,64,Medium,Yes,0,Low,Medium,Public,Negative,3,No,High School,Near,Female,62,C,Medium,Low,3
3612,19,70,High,Low,No,7,66,Medium,Yes,1,High,Low,Private,Neutral,4,No,College,Moderate,Male,64,C,Medium,Low,8
3613,22,91,High,Medium,No,6,85,Low,Yes,2,Medium,Medium,Private,Positive,2,No,High School,Moderate,Female,71,B,Medium,Low,1
3614,24,81,Medium,Medium,Yes,8,78,Medium,Yes,1,Low,Medium,Public,Positive,2,No,High School,Near,Male,68,C,Medium,Low,3
3615,24,97,High,Medium,No,5,74,High,Yes,0,Medium,Low,Public,Neutral,5,No,High School,Near,Female,72,B,Medium,Low,1
3616,14,77,Medium,Medium,Yes,5,60,Low,Yes,1,High,High,Private,Negative,3,No,Postgraduate,Far,Male,64,C,Medium,Low,0
3617,18,95,Medium,High,Yes,6,94,Medium,Yes,6,Low,High,Public,Neutral,3,No,High School,Far,Female,73,B,Medium,Medium,3
3618,27,78,Medium,High,No,8,89,Low,Yes,0,Low,Medium,Public,Neutral,3,No,Postgraduate,Near,Female,69,C,Medium,Low,2
3619,25,99,Low,Medium,No,8,57,Medium,Yes,1,Medium,Low,Private,Positive,3,No,Postgraduate,Moderate,Male,70,B,Medium,Low,7
3620,12,98,Medium,High,No,4,68,Medium,Yes,3,Low,High,Public,Neutral,2,No,High School,Near,Female,69,C,Medium,Medium,3
3621,22,73,Medium,Low,No,8,77,Medium,Yes,1,High,Medium,Public,Neutral,3,No,High School,Far,Male,64,C,Medium,Low,6
3622,8,95,Medium,Medium,No,7,73,Low,Yes,2,Medium,Medium,Private,Neutral,2,No,College,Near,Male,66,C,Low,Low,4
3623,20,94,Medium,Medium,Yes,6,70,High,Yes,1,Medium,Medium,Public,Neutral,2,No,High School,Moderate,Female,69,C,Medium,Low,1
3624,31,68,High,Medium,No,7,86,Low,Yes,1,Low,Medium,Private,Positive,3,No,High School,Moderate,Female,68,C,High,Low,3
3625,14,85,Medium,Low,Yes,5,53,Medium,Yes,4,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,65,C,Medium,Medium,1
3626,15,63,High,Low,Yes,7,74,Medium,Yes,4,Low,Medium,Public,Negative,2,No,High School,Moderate,Male,62,C,Medium,Medium,3
3627,25,93,High,High,Yes,5,63,Medium,Yes,2,High,Medium,Public,Positive,2,No,Postgraduate,Near,Female,75,B,Medium,Low,0
3628,11,67,Medium,Medium,Yes,6,54,Low,Yes,0,Low,Medium,Public,Positive,3,No,High School,Near,Female,60,D,Medium,Low,3
3629,16,63,Medium,High,Yes,6,73,Medium,Yes,0,Medium,Medium,Public,Neutral,4,No,College,Near,Male,63,C,Medium,Low,4
3630,24,76,Medium,Low,Yes,8,59,Medium,Yes,2,Medium,Medium,Public,Positive,4,No,College,Far,Male,66,C,Medium,Low,4
3631,16,83,High,Medium,Yes,7,63,Medium,Yes,0,Medium,Medium,Public,Neutral,3,No,Postgraduate,Near,Female,67,C,Medium,Low,7
3632,19,94,Low,Medium,Yes,8,75,Medium,Yes,1,Medium,Medium,Public,Negative,3,No,College,Moderate,Female,68,C,Medium,Low,4
3633,24,99,Medium,Medium,Yes,5,99,Medium,Yes,0,Low,Medium,Public,Positive,3,No,High School,Moderate,Female,72,B,Medium,Low,3
3634,23,78,Low,Medium,No,7,84,High,Yes,0,Low,Medium,Private,Neutral,3,No,College,Near,Male,66,C,Medium,Low,5
3635,22,62,Medium,Medium,Yes,8,64,Medium,Yes,0,Low,Medium,Public,Neutral,3,No,Postgraduate,Near,Female,63,C,Medium,Low,2
3636,18,90,Medium,High,Yes,9,69,Medium,Yes,1,High,High,Private,Positive,3,No,College,Moderate,Female,71,B,Medium,Low,8
3637,22,83,Low,Medium,Yes,5,70,High,Yes,2,Low,Medium,Public,Positive,3,No,College,Far,Male,67,C,Medium,Low,5
3638,19,78,Medium,Medium,Yes,6,58,Medium,Yes,1,Low,Medium,Public,Neutral,3,No,Postgraduate,Near,Male,66,C,Medium,Low,2
3639,23,72,High,Medium,No,8,58,Medium,No,2,Low,High,Private,Positive,2,No,College,Near,Female,66,C,Medium,Low,5
3640,17,80,High,High,No,9,57,Medium,Yes,4,Low,Medium,Public,Positive,2,No,College,Near,Male,68,C,Medium,Medium,5
3641,19,74,Medium,Medium,No,7,76,High,Yes,1,High,Medium,Public,Neutral,3,No,College,Near,Female,66,C,Medium,Low,8
3642,14,90,High,Medium,Yes,5,84,Medium,Yes,0,Low,Medium,Public,Negative,3,No,Postgraduate,Near,Female,68,C,Medium,Low,2
3643,20,82,High,Medium,Yes,5,80,Medium,Yes,3,Low,Medium,Public,Neutral,1,Yes,College,Near,Female,68,C,Medium,Medium,5
3644,15,95,Low,Medium,Yes,7,99,Low,Yes,0,High,High,Public,Neutral,2,No,High School,Near,Female,68,C,Medium,Low,6
3645,13,82,Medium,High,No,8,56,Low,Yes,2,Low,High,Private,Neutral,3,No,Postgraduate,Near,Male,66,C,Medium,Low,2
3646,22,70,High,Low,No,7,99,Medium,Yes,1,Low,High,Private,Positive,2,No,High School,Moderate,Male,66,C,Medium,Low,3
3647,21,94,Medium,High,No,5,73,Low,Yes,0,Medium,High,Public,Neutral,3,No,Postgraduate,Far,Female,70,B,Medium,Low,7
3648,25,82,High,Medium,Yes,9,61,Low,Yes,1,High,Medium,Public,Negative,2,No,High School,Near,Male,68,C,Medium,Low,6
3649,17,68,Medium,Medium,Yes,6,97,High,Yes,2,High,Low,Public,Negative,3,No,High School,Moderate,Male,65,C,Medium,Low,6
3650,22,85,Low,High,Yes,8,73,High,Yes,1,Medium,Medium,Private,Positive,3,No,College,Near,Male,70,B,Medium,Low,4
3651,23,74,Medium,Medium,No,4,67,Medium,Yes,3,High,Medium,Private,Negative,5,No,High School,Far,Male,66,C,Medium,Medium,6
3652,23,94,Medium,High,Yes,9,61,Medium,No,0,Medium,Medium,Public,Negative,1,Yes,Postgraduate,Moderate,Female,68,C,Medium,Low,7
3653,15,78,Medium,Medium,Yes,6,63,High,Yes,1,Medium,Medium,Private,Neutral,2,Yes,College,Moderate,Male,64,C,Medium,Low,4
3654,21,89,Medium,Medium,No,9,99,Medium,Yes,0,Medium,Medium,Private,Negative,3,No,High School,Near,Male,69,C,Medium,Low,1
3655,22,64,Medium,Medium,No,8,65,Low,Yes,2,Medium,Medium,Private,Neutral,4,No,Postgraduate,Near,Female,65,C,Medium,Low,7
3656,20,76,Medium,High,Yes,5,99,Low,No,3,Medium,High,Public,Negative,3,No,Postgraduate,Near,Female,69,C,Medium,Medium,7
3657,7,99,Low,High,Yes,7,67,Low,No,1,High,High,Private,Neutral,4,No,High School,Near,Female,66,C,Low,Low,6
3658,21,92,High,Low,No,9,62,Medium,Yes,1,Medium,Low,Public,Positive,2,No,High School,Near,Female,68,C,Medium,Low,1
3659,33,66,Medium,Medium,Yes,6,59,Medium,Yes,3,High,Medium,Public,Positive,2,No,Postgraduate,Near,Female,70,B,High,Medium,0
3660,18,71,High,Medium,No,9,71,Medium,Yes,1,Medium,High,Public,Positive,3,No,High School,Moderate,Female,65,C,Medium,Low,1
3661,16,73,High,Medium,Yes,8,62,Medium,Yes,0,High,High,Private,Neutral,2,No,High School,Near,Female,65,C,Medium,Low,6
3662,22,86,Medium,Low,No,9,85,Medium,Yes,1,Medium,Medium,Public,Negative,3,No,Postgraduate,Near,Female,68,C,Medium,Low,7
3663,22,90,Low,Medium,No,7,62,Low,Yes,0,Medium,Medium,Public,Positive,3,No,College,Near,Male,67,C,Medium,Low,4
3664,27,90,High,High,No,7,92,Medium,Yes,0,Low,Medium,Private,Neutral,3,No,High School,Near,Female,72,B,Medium,Low,3
3665,12,80,High,High,Yes,10,92,High,Yes,1,High,High,Public,Positive,3,No,Postgraduate,Moderate,Male,70,B,Medium,Low,0
3666,24,92,Low,High,Yes,8,64,High,Yes,1,High,High,Private,Neutral,3,No,College,Near,Male,72,B,Medium,Low,8
3667,24,77,High,High,Yes,7,88,Low,Yes,1,High,Medium,Public,Negative,5,No,College,Near,Male,71,B,Medium,Low,8
3668,19,65,Low,Medium,No,8,93,Low,Yes,1,Medium,High,Private,Neutral,4,No,College,Near,Male,64,C,Medium,Low,4
3669,22,83,Low,High,Yes,6,80,Medium,Yes,2,Medium,Medium,Public,Positive,5,No,High School,Moderate,Female,69,C,Medium,Low,1
3670,26,98,Medium,Medium,Yes,7,68,Medium,Yes,4,Low,Medium,Public,Positive,1,No,High School,Near,Female,73,B,Medium,Medium,3
3671,25,92,Low,High,Yes,9,72,Medium,Yes,1,Low,Medium,Public,Negative,5,No,Postgraduate,Far,Female,70,B,Medium,Low,2
3672,13,83,High,Medium,No,7,89,Medium,Yes,1,Low,Medium,Public,Neutral,4,No,Postgraduate,Near,Female,68,C,Medium,Low,2
3673,25,86,High,Medium,No,6,65,Medium,Yes,2,Medium,High,Public,Positive,5,No,High School,Moderate,Male,71,B,Medium,Low,1
3674,20,97,Medium,High,No,6,67,Low,Yes,1,Low,High,Private,Positive,3,No,Postgraduate,Near,Female,71,B,Medium,Low,2
3675,20,77,Low,High,Yes,7,58,High,Yes,0,High,Medium,Public,Neutral,3,No,High School,Near,Male,66,C,Medium,Low,6
3676,20,73,Medium,High,No,6,70,Low,Yes,3,High,High,Public,Neutral,4,No,High School,Near,Female,68,C,Medium,Medium,6
3677,19,99,Medium,High,Yes,5,54,Low,Yes,0,Medium,Medium,Public,Neutral,2,No,Postgraduate,Near,Male,70,B,Medium,Low,7
3678,27,95,Medium,Medium,No,5,66,Low,Yes,3,Medium,Medium,Public,Neutral,4,No,High School,Near,Male,72,B,Medium,Medium,1
3679,19,73,Low,High,Yes,9,69,High,Yes,1,Low,Low,Public,Positive,4,No,Postgraduate,Near,Female,66,C,Medium,Low,2
3680,13,79,Medium,High,Yes,7,63,Low,No,3,High,Medium,Private,Neutral,2,No,High School,Near,Female,65,C,Medium,Medium,6
3681,18,77,Medium,High,Yes,7,55,High,No,3,High,Medium,Private,Neutral,3,Yes,High School,Near,Female,66,C,Medium,Medium,6
3682,21,66,High,Medium,Yes,6,76,Low,Yes,3,Low,Medium,Private,Neutral,1,No,High School,Moderate,Female,65,C,Medium,Medium,3
3683,27,98,High,Low,Yes,6,93,Low,Yes,0,Low,Medium,Private,Neutral,4,No,High School,Moderate,Male,72,B,Medium,Low,3
3684,24,76,Medium,Medium,Yes,6,67,Medium,Yes,2,High,Medium,Public,Negative,3,No,College,Near,Female,68,C,Medium,Low,8
3685,15,95,Medium,Medium,Yes,7,62,High,Yes,0,High,Medium,Public,Negative,3,No,College,Near,Female,68,C,Medium,Low,8
3686,35,68,Low,High,Yes,5,64,Medium,Yes,0,High,Low,Public,Positive,4,Yes,High School,Near,Male,67,C,High,Low,6
3687,22,82,Medium,Medium,Yes,9,93,Low,Yes,2,Low,Medium,Public,Neutral,2,No,High School,Near,Male,68,C,Medium,Low,3
3688,28,61,High,Medium,No,7,76,High,Yes,1,Medium,High,Public,Positive,4,No,High School,Moderate,Male,67,C,Medium,Low,1
3689,19,91,Medium,High,No,7,57,Low,Yes,3,High,High,Public,Negative,3,No,High School,Moderate,Female,69,C,Medium,Medium,6
3690,23,83,Low,Low,No,8,85,Medium,Yes,2,Low,Medium,Private,Neutral,2,Yes,High School,Near,Male,65,C,Medium,Low,3
3691,25,85,Medium,Medium,No,8,58,Medium,Yes,2,Medium,High,Public,Neutral,4,No,College,Near,Male,70,B,Medium,Low,4
3692,27,62,High,Medium,No,6,53,Low,Yes,1,Medium,Medium,Public,Positive,2,No,High School,Moderate,Male,64,C,Medium,Low,1
3693,26,68,Medium,Medium,No,8,63,Medium,Yes,2,Low,High,Public,Positive,3,No,High School,Near,Male,66,C,Medium,Low,3
3694,25,63,Low,Medium,No,8,58,Medium,Yes,1,High,Medium,Public,Positive,1,No,College,Near,Female,64,C,Medium,Low,8
3695,18,72,High,High,Yes,7,80,High,Yes,1,High,High,Public,Negative,2,Yes,High School,Moderate,Female,66,C,Medium,Low,6
3696,17,85,Medium,Medium,Yes,9,74,Medium,Yes,1,Medium,Medium,Private,Neutral,2,No,High School,Near,Male,67,C,Medium,Low,1
3697,22,83,Medium,Low,Yes,8,86,Medium,Yes,3,Medium,Low,Public,Negative,4,No,High School,Near,Male,68,C,Medium,Medium,1
3698,26,84,Medium,Medium,No,8,76,Medium,Yes,5,Medium,High,Public,Neutral,2,No,High School,Moderate,Male,71,B,Medium,Medium,1
3699,19,82,High,Low,No,9,71,Medium,Yes,1,Low,High,Private,Neutral,3,No,College,Near,Female,67,C,Medium,Low,5
3700,26,71,High,Medium,Yes,7,76,Medium,Yes,3,Low,Medium,Public,Positive,2,No,Postgraduate,Moderate,Male,69,C,Medium,Medium,2
3701,29,70,Medium,Low,Yes,7,72,Low,Yes,1,Medium,Medium,Public,Positive,4,No,College,Near,Male,67,C,Medium,Low,4
3702,15,65,Low,High,Yes,8,52,Medium,Yes,4,Low,Medium,Private,Neutral,3,Yes,High School,Moderate,Female,61,C,Medium,Medium,3
3703,15,94,Medium,Medium,No,7,84,Medium,Yes,0,Medium,High,Public,Positive,2,No,High School,Moderate,Male,68,C,Medium,Low,1
3704,19,85,Low,Low,Yes,8,98,Medium,Yes,2,Medium,Low,Private,Neutral,4,No,High School,Near,Female,67,C,Medium,Low,1
3705,22,67,Low,Medium,Yes,6,71,Low,Yes,1,Medium,High,Public,Neutral,4,No,College,Moderate,Male,64,C,Medium,Low,4
3706,17,67,Medium,Medium,Yes,4,71,Medium,Yes,3,Medium,High,Public,Negative,2,No,High School,Moderate,Female,63,C,Medium,Medium,1
3707,28,95,Low,Medium,No,8,52,High,Yes,3,High,High,Public,Negative,4,No,College,Near,Male,72,B,Medium,Medium,8
3708,23,90,High,Medium,No,5,95,Low,Yes,2,Low,Medium,Public,Negative,2,No,High School,Moderate,Male,69,C,Medium,Low,3
3709,20,86,Low,High,No,6,96,Medium,Yes,1,High,Low,Public,Neutral,2,Yes,High School,Far,Male,66,C,Medium,Low,6
3710,11,76,Medium,Medium,Yes,8,91,Low,Yes,1,High,High,Private,Neutral,3,Yes,College,Near,Female,64,C,Medium,Low,8
3711,12,70,Low,Medium,Yes,8,55,Medium,Yes,2,Medium,High,Public,Negative,4,No,High School,Near,Female,61,C,Medium,Low,1
3712,22,99,Medium,High,Yes,9,95,Medium,Yes,2,Low,Low,Public,Negative,4,Yes,High School,Near,Male,71,B,Medium,Low,3
3713,7,92,Low,Medium,Yes,4,51,Medium,Yes,0,High,Medium,Public,Positive,1,No,High School,Near,Female,63,C,Low,Low,6
3714,26,72,Medium,Low,No,7,72,Low,Yes,2,Medium,Low,Public,Neutral,4,No,High School,Near,Female,65,C,Medium,Low,1
3715,19,94,High,Low,Yes,7,75,Medium,Yes,2,High,Medium,Public,Negative,5,No,College,Near,Female,71,B,Medium,Low,8
3716,39,90,High,High,No,8,92,High,Yes,2,Medium,High,Private,Neutral,1,No,High School,Near,Female,78,B,High,Low,1
3717,34,72,Medium,High,Yes,9,88,Low,Yes,1,High,Medium,Private,Positive,3,No,Postgraduate,Near,Male,73,B,High,Low,0
3718,19,77,Low,Medium,No,5,90,Low,Yes,1,Low,High,Private,Neutral,3,No,College,Near,Female,65,C,Medium,Low,5
3719,19,67,Low,Medium,Yes,7,93,High,Yes,0,Medium,Medium,Public,Positive,4,No,Postgraduate,Near,Male,66,C,Medium,Low,7
3720,26,64,High,Low,Yes,8,74,Low,Yes,3,Medium,High,Public,Neutral,2,No,High School,Near,Male,66,C,Medium,Medium,1
3721,30,89,Medium,Medium,No,6,89,Medium,Yes,3,High,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Male,74,B,Medium,Medium,0
3722,10,71,Medium,Low,No,10,53,Low,Yes,4,High,Medium,Private,Positive,3,No,High School,Near,Female,62,C,Low,Medium,6
3723,9,93,High,Low,Yes,6,72,Low,Yes,1,Medium,Medium,Public,Positive,2,No,College,Near,Female,66,C,Low,Low,4
3724,16,100,High,High,No,7,52,Medium,Yes,4,Low,Medium,Public,Negative,4,No,High School,Near,Female,71,B,Medium,Medium,3
3725,23,63,High,Medium,Yes,5,96,Medium,Yes,2,High,Medium,Public,Neutral,2,No,High School,Near,Female,67,C,Medium,Low,6
3726,23,79,High,Low,Yes,7,98,Low,Yes,0,Medium,High,Public,Neutral,4,No,College,Near,Female,69,C,Medium,Low,4
3727,26,92,Medium,High,No,4,54,Medium,Yes,2,High,Medium,Public,Positive,4,No,High School,Moderate,Male,72,B,Medium,Low,6
3728,13,92,High,High,Yes,7,77,Medium,Yes,2,High,Medium,Public,Positive,4,No,Postgraduate,Near,Male,72,B,Medium,Low,0
3729,6,90,Medium,Medium,Yes,9,66,Medium,Yes,2,Medium,High,Public,Positive,2,No,High School,Far,Male,65,C,Low,Low,1
3730,25,74,High,High,No,5,67,High,Yes,1,Medium,Medium,Public,Positive,5,No,Postgraduate,Near,Male,71,B,Medium,Low,7
3731,15,78,Medium,Medium,No,5,73,Medium,Yes,0,High,High,Private,Positive,1,Yes,College,Near,Male,64,C,Medium,Low,8
